Position,Const,Created,Modified,Description,Name,Known For,Birth Date
549,nm0144045,2018-07-16,2018-08-07,2254 points,Jean-Pierre Cassel,Murder on the Orient Express,1932-10-27
550,nm0555093,2018-07-22,2018-08-04,2250 points,Fele Martínez,Tesis,1975-02-22
551,nm1978402,2019-04-04,2020-03-26,2245 points,Ha Jung-woo,Ah-ga-ssi,1978-03-11
552,nm0396558,2020-01-14,2020-01-14,2230 points,Nicholas Hoult,Mad Max: Fury Road,1989-12-07
553,nm0350350,2018-08-02,2018-08-02,2214 points,Michael Gwisdek,Der Baader Meinhof Komplex,1942-01-14
554,nm0768334,2018-09-25,2018-09-25,2197 points,John Saxon,A Nightmare on Elm Street,1936-08-05
555,nm0000387,2018-09-25,2018-09-25,2197 points,Robert Englund,A Nightmare on Elm Street,1947-06-06
556,nm0000527,2018-07-15,2018-07-19,2172 points,Walter Matthau,The Odd Couple,1920-10-01
557,nm0001297,2018-07-16,2018-07-31,2155 points,Joel Grey,Cabaret,1932-04-11
558,nm0005403,2021-01-11,2021-01-11,2143 points,Jason Schwartzman,Rushmore,1980-06-26
559,nm0319843,2018-08-24,2018-08-24,2118 points,Daniel Giménez Cacho,Blancanieves,1961-05-15
560,nm0002075,2018-07-16,2018-07-16,2109 points,Peter Finch,Network,1916-09-28
561,nm0347797,2018-07-27,2018-07-27,2091 points,Sean Gullette,Pi,1968-06-04
562,nm0000188,2018-07-18,2018-07-19,2089 points,Steve Martin,Roxanne,1945-08-14
563,nm0176981,2021-04-26,2021-04-26,2068 points,Dane Cook,Good Luck Chuck,1972-03-18
564,nm0569000,2020-12-23,2020-12-23,2067 points,Darren McGavin,A Christmas Story,1922-05-07
565,nm0000004,2018-07-17,2018-07-17,2054 points,John Belushi,Saturday Night Live,1949-01-24
566,nm0001059,2021-05-25,2021-05-25,2050 points,Robbie Coltrane,Cracker,1950-03-30
567,nm0007183,2021-05-25,2021-05-25,2050 points,Ian Richardson,From Hell,1934-04-07
568,nm0002076,2021-05-25,2021-05-25,2050 points,Jason Flemyng,"Lock, Stock and Two Smoking Barrels",1966-09-25
569,nm5473782,2021-01-01,2021-01-01,2038 points,Taron Egerton,Kingsman: The Secret Service,1989-11-10
570,nm0000075,2018-07-15,2018-07-16,2022 points,Spencer Tracy,Judgment at Nuremberg,1900-04-05
571,nm2588665,2018-08-16,2018-08-22,2022 points,Tahar Rahim,Un prophète,1981-07-04
572,nm0001659,2018-07-17,2018-07-20,2012 points,Christopher Reeve,Superman,1952-09-25
573,nm0191950,2018-07-15,2018-07-15,1992 points,Robert Cummings,Dial M for Murder,1910-06-09
574,nm5189784,2021-04-24,2021-04-24,1976 points,Alex Sharp,The Trial of the Chicago 7,1989-02-02
575,nm0056187,2021-04-24,2021-04-24,1976 points,Sacha Baron Cohen,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,1971-10-13
576,nm0625789,2021-05-08,2021-05-08,1944 points,Tim Blake Nelson,"O Brother, Where Art Thou?",1964-05-11
577,nm1035643,2018-08-09,2018-08-23,1932 points,Frederick Lau,Victoria,1989-08-17
578,nm0001590,2019-01-05,2019-01-05,1911 points,Chazz Palminteri,The Usual Suspects,1952-05-15
579,nm0000969,2019-01-05,2019-01-05,1911 points,Lillo Brancato,A Bronx Tale,1976-03-30
580,nm1710309,2021-02-06,2021-02-06,1905 points,Emory Cohen,Brooklyn,1990-03-13
581,nm0001511,2018-07-15,2018-07-16,1886 points,Lee Marvin,The Dirty Dozen,1924-02-19
582,nm0001115,2018-07-18,2019-01-25,1878 points,Ossie Davis,Do the Right Thing,1917-12-18
583,nm1235292,2020-03-05,2020-03-05,1861 points,Kim Sang-kyung,Salinui chueok,1972-06-01
584,nm1323287,2020-03-05,2020-03-05,1861 points,Roe-ha Kim,Salinui chueok,1965-11-15
585,nm0947338,2018-08-22,2018-08-22,1852 points,Anton Yelchin,Star Trek,1989-03-11
586,nm1375877,2021-05-02,2021-05-02,1841 points,Juan Minujín,The Two Popes,1975-05-20
587,nm1812656,2018-08-24,2018-08-24,1823 points,Luke Evans,Dracula Untold,1979-04-15
588,nm2129938,2018-08-06,2018-08-06,1785 points,Thomas Turgoose,This Is England,1992-02-11
589,nm0001816,2018-07-15,2018-07-16,1764 points,Robert Vaughn,The Magnificent Seven,1932-11-22
590,nm0771713,2018-08-10,2018-08-23,1757 points,Tom Schilling,Oh Boy,1982-02-10
591,nm0490489,2018-08-02,2018-08-02,1740 points,Andy Lau,Mou gaan dou,1961-09-27
592,nm0000693,2018-07-18,2018-07-18,1734 points,Peter Weller,RoboCop,1947-06-24
593,nm0000015,2018-07-15,2018-07-15,1723 points,James Dean,East of Eden,1931-02-08
594,nm0360598,2018-08-07,2018-08-07,1723 points,Glen Hansard,Once,1970-04-21
595,nm0002006,2018-08-03,2018-08-03,1722 points,Thomas Haden Church,Sideways,1960-06-17
596,nm0000961,2018-07-16,2018-08-02,1709 points,Timothy Bottoms,The Last Picture Show,1951-08-30
597,nm1089991,2021-07-15,2021-07-15,1695 points,Tom Hiddleston,The Avengers,1981-02-09
598,nm0000347,2020-12-30,2021-02-27,1683 points,Tim Curry,Clue,1946-04-19
599,nm0803889,2021-05-25,2021-05-25,1674 points,Bill Skarsgård,It,1990-08-09
600,nm0001471,2018-07-17,2018-07-19,1668 points,Jerry Lewis,The Nutty Professor,1926-03-16
601,nm0244151,2020-03-11,2021-05-10,1657 points,Romain Duris,De battre mon coeur s'est arrêté,1974-05-28
602,nm0001724,2018-08-01,2018-08-01,1650 points,Tony Shalhoub,Monk,1953-10-09
603,nm0908153,2018-07-15,2018-07-15,1637 points,Robert Walker,Strangers on a Train,1918-10-13
604,nm0432007,2018-07-15,2018-07-16,1632 points,Curd Jürgens,The Spy Who Loved Me,1915-12-13
605,nm0001811,2018-07-15,2018-07-15,1616 points,Peter Ustinov,Spartacus,1921-04-16
606,nm0000069,2018-07-15,2018-07-15,1612 points,Frank Sinatra,The Manchurian Candidate,1915-12-12
607,nm0001067,2018-07-14,2018-07-14,1600 points,Jackie Coogan,The Kid,1914-10-26
608,nm0001374,2018-07-15,2018-07-15,1576 points,Jeffrey Hunter,The Searchers,1926-11-25
609,nm0724732,2018-07-15,2021-04-20,1573 points,Ralph Richardson,The Heiress,1902-12-19
610,nm0404158,2018-07-15,2018-07-15,1555 points,Walter Huston,The Treasure of the Sierra Madre,1883-04-05
611,nm0001627,2018-07-16,2018-07-16,1555 points,Sidney Poitier,In the Heat of the Night,1927-02-20
612,nm0000044,2018-07-15,2018-07-15,1551 points,Burt Lancaster,From Here to Eternity,1913-11-02
613,nm0001050,2018-07-15,2018-07-15,1551 points,Montgomery Clift,From Here to Eternity,1920-10-17
614,nm0001699,2018-07-16,2019-09-24,1541 points,Telly Savalas,Kojak,1922-01-21
615,nm0000061,2018-07-15,2018-07-15,1528 points,Tyrone Power,Witness for the Prosecution,1914-05-05
616,nm0543547,2018-07-21,2018-07-30,1526 points,Predrag 'Miki' Manojlovic,Underground,1950-04-05
617,nm0001703,2018-07-15,2018-07-16,1524 points,Maximilian Schell,Judgment at Nuremberg,1930-12-08
618,nm0000472,2018-07-14,2018-07-14,1496 points,Boris Karloff,Bride of Frankenstein,1887-11-23
619,nm0936353,2018-11-21,2018-11-21,1490 points,Greg Wise,Sense and Sensibility,1966-05-15
620,nm0000036,2018-07-14,2021-04-16,1489 points,Buster Keaton,The General,1895-10-04
621,nm0721073,2018-07-16,2018-07-16,1484 points,Fernando Rey,Tristana,1917-09-20
622,nm0001832,2018-07-17,2018-07-18,1450 points,Sam Waterston,Law & Order,1940-11-15
623,nm0001847,2018-07-15,2018-07-16,1446 points,Richard Widmark,Kiss of Death,1914-12-26
624,nm0867694,2018-07-16,2018-07-17,1427 points,Topol,Fiddler on the Roof,1935-09-09
625,nm0557339,2018-07-14,2018-07-15,1413 points,Raymond Massey,Arsenic and Old Lace,1896-08-30
626,nm0000763,2018-07-14,2018-07-15,1392 points,Dana Andrews,Laura,1909-01-01
627,nm3529685,2018-08-24,2018-08-24,1390 points,Kumail Nanjiani,The Big Sick,
628,nm0000011,2018-07-15,2018-07-15,1389 points,Gary Cooper,High Noon,1901-05-07
629,nm0273178,2018-07-30,2018-07-30,1389 points,Fernando Fernán Gómez,El abuelo,1921-08-28
630,nm0001428,2018-07-15,2018-07-16,1386 points,Klaus Kinski,Nosferatu: Phantom der Nacht,1926-10-18
631,nm0451321,2018-08-17,2018-08-17,1370 points,Shah Rukh Khan,Don 2,1965-11-02
632,nm0007217,2018-07-14,2018-07-15,1365 points,Jack Carson,Cat on a Hot Tin Roof,1910-10-27
633,nm0302330,2021-10-31,2021-10-31,1365 points,John Gallagher Jr.,10 Cloverfield Lane,1984-06-17
634,nm0900915,2018-08-09,2018-08-09,1332 points,Jürgen Vogel,Die Welle,1968-04-29
635,nm0726262,2018-08-09,2018-08-09,1332 points,Max Riemelt,Napola - Elite für den Führer,1984-01-07
636,nm0000886,2018-07-16,2018-07-16,1330 points,Warren Beatty,Reds,1937-03-30
637,nm0002994,2018-07-15,2020-09-01,1317 points,Kevin McCarthy,Invasion of the Body Snatchers,1914-02-15
638,nm0286010,2020-10-13,2020-10-13,1306 points,Ken Foree,Halloween,1948-02-29
639,nm0773308,2018-08-18,2018-08-18,1305 points,Sebastian Urzendowsky,The Way Back,1985-05-28
640,nm0529543,2018-07-15,2018-07-15,1299 points,Jean-Pierre Léaud,Les quatre cents coups,1944-05-28
641,nm0775180,2018-07-14,2018-07-14,1298 points,Max Schreck,"Nosferatu, eine Symphonie des Grauens",1879-09-06
642,nm3092471,2020-03-02,2020-03-02,1287 points,Marwan Kenzari,Aladdin,1983-01-16
643,nm0002139,2018-07-17,2021-05-16,1280 points,Judd Hirsch,Independence Day,1935-03-15
644,nm0001868,2018-07-16,2018-07-16,1255 points,Michael York,Logan's Run,1942-03-27
645,nm0052023,2019-03-07,2019-03-07,1237 points,Donatas Banionis,Solyaris,1924-04-28
646,nm0000057,2018-07-15,2018-07-15,1228 points,David Niven,Murder by Death,1910-03-01
647,nm0132257,2019-11-06,2019-11-06,1222 points,Bruce Campbell,Bubba Ho-Tep,1958-06-22
648,nm0382830,2019-11-06,2019-11-06,1222 points,Dan Hicks,Darkman,1951-07-19
649,nm0036427,2018-07-14,2018-07-14,1219 points,Edward Arnold,You Can't Take It with You,1890-02-18
650,nm0001434,2018-08-04,2018-08-04,1219 points,Kris Kristofferson,Blade,1936-06-22
651,nm0000483,2018-07-18,2018-07-18,1214 points,Christopher Lambert,Mortal Kombat,1957-03-29
652,nm0001822,2018-07-15,2018-07-15,1206 points,Robert Wagner,The Towering Inferno,1930-02-10
653,nm0430107,2021-06-24,2021-06-24,1200 points,Michael B. Jordan,Black Panther,1987-02-09
654,nm0001719,2018-07-16,2019-10-27,1175 points,George Segal,Who's Afraid of Virginia Woolf?,1934-02-13
655,nm4055138,2021-05-10,2021-05-10,1147 points,Charlie Plummer,Looking for Alaska,1999-05-24
656,nm0000391,2018-07-24,2018-07-24,1137 points,Rupert Everett,My Best Friend's Wedding,1959-05-29
657,nm3584268,2020-03-09,2020-03-09,1123 points,James Norton,Little Women,1985-07-18
658,nm0412322,2018-07-15,2018-07-15,1122 points,Burl Ives,The Big Country,1909-06-14
659,nm0065235,2018-07-17,2018-07-17,1105 points,Michael Beck,The Warriors,1949-02-04
660,nm0921459,2018-07-15,2018-07-16,1093 points,Oskar Werner,Jules et Jim,1922-11-13
661,nm0880484,2020-03-27,2020-03-27,1082 points,Gaspard Ulliel,Un long dimanche de fiançailles,1984-11-25
662,nm0684500,2020-10-14,2020-10-14,1081 points,Dominique Pinon,Delicatessen,1955-03-04
663,nm0241748,2021-08-18,2021-08-18,1078 points,Dennis Dun,Big Trouble in Little China,1952-04-19
664,nm0179173,2021-10-10,2021-10-10,1075 points,John Corbett,My Big Fat Greek Wedding,1961-05-09
665,nm0785842,2018-08-22,2018-08-22,1073 points,Toni Servillo,La grande bellezza,1959-01-25
666,nm2797744,2020-02-09,2020-02-09,1070 points,Himesh Patel,Yesterday,1990-10-13
667,nm0202970,2018-08-16,2018-08-16,1054 points,Larry David,Curb Your Enthusiasm,1947-07-02
668,nm0002048,2018-07-17,2018-07-17,1039 points,Melvyn Douglas,Being There,1901-04-05
669,nm0000809,2018-08-04,2018-08-04,1030 points,Daniel Auteuil,Caché,1950-01-24
670,nm0518821,2018-07-18,2018-07-18,1027 points,John Lone,The Last Emperor,1952-10-13
671,nm0002131,2018-07-15,2018-07-15,984 points,Laurence Harvey,The Manchurian Candidate,1928-10-01
672,nm0748620,2021-06-15,2021-06-15,979 points,Paul Rudd,Ant-Man,1969-04-06
673,nm1064292,2021-06-15,2021-06-15,979 points,Craig Roberts,Submarine,1991-01-21
674,nm0000901,2018-07-15,2019-08-26,975 points,Jean-Paul Belmondo,Pierrot le Fou,1933-04-09
675,nm0001322,2018-07-15,2018-07-15,975 points,Rex Harrison,My Fair Lady,1908-03-05
676,nm0000469,2018-07-17,2018-07-17,974 points,James Earl Jones,Rogue One,1931-01-17
677,nm0000188,2018-08-16,2018-08-16,972 points,Steve Martin,Roxanne,1945-08-14
678,nm0308039,2018-08-02,2018-08-02,967 points,Louis Garrel,The Dreamers,1983-06-14
679,nm0001113,2018-07-17,2018-07-17,964 points,Brad Davis,Midnight Express,1949-11-06
680,nm0582890,2018-07-15,2018-07-15,955 points,Paul Meurisse,Les diaboliques,1912-12-21
681,nm1410940,2020-05-23,2020-05-23,945 points,Lily Franky,Manbiki kazoku,1963-11-04
682,nm1281229,2021-05-26,2021-05-26,933 points,Hugo Silva,El cuerpo,1977-05-10
683,nm0000987,2018-07-16,2018-07-16,927 points,Jim Brown,Mars Attacks!,1936-02-17
684,nm0001555,2019-01-02,2019-01-02,927 points,Rob Morrow,Maze,1962-09-21
685,nm0000865,2018-07-15,2018-07-15,921 ponts,Richard Basehart,Moby Dick,1914-08-31
686,nm0430107,2021-08-16,2021-08-16,906 points,Michael B. Jordan,Black Panther,1987-02-09
687,nm0527002,2021-05-22,2021-05-22,900 points,Federico Luppi,Cronos,1934-02-23
688,nm0869088,2018-08-16,2018-08-16,894 points,Luis Tosar,Celda 211,1971-10-13
689,nm0728476,2018-07-21,2018-07-21,889 points,Lazar Ristovski,Underground,1952-10-26
690,nm0061484,2020-12-08,2020-12-08,884 points,Giuseppe Battiston,Perfetti sconosciuti,1968-07-22
691,nm0316074,2020-12-08,2020-12-08,884 points,Marco Giallini,Perfetti sconosciuti,1963-04-04
692,nm0000817,2018-07-14,2018-07-14,877 points,Lew Ayres,Holiday,1908-12-28
693,nm0000287,2018-07-19,2018-07-19,871 points,William Baldwin,Backdraft,1963-02-21
694,nm0000393,2018-07-18,2018-07-18,869 points,Peter Falk,Columbo,1927-09-16
695,nm0001970,2018-07-17,2018-07-17,861 points,Klaus Maria Brandauer,Out of Africa,1943-06-22
696,nm0183822,2018-07-15,2018-07-15,860 points,Tom Courtenay,45 Years,1937-02-25
697,nm0676973,2019-10-19,2019-10-19,860 points,William Petersen,CSI: Crime Scene Investigation,1953-02-21
698,nm0001329,2018-07-26,2018-07-26,840 points,Nigel Hawthorne,The Madness of King George,1929-04-05
699,nm0470328,2018-07-14,2018-07-14,837 points,Werner Krauss,Das Cabinet des Dr. Caligari,1884-06-23
700,nm3306943,2020-10-03,2020-10-03,828 points,James Frecheville,Black '47,1991-05-03
701,nm0001509,2018-07-15,2018-07-15,818 points,Dean Martin,The Dean Martin Show,1917-06-07
702,nm0618057,2018-07-26,2018-07-26,817 points,Ulrich Mühe,Das Leben der Anderen,1953-06-20
703,nm0559647,2020-06-25,2020-06-25,814 points,Yutaka Matsushige,Shinobi,1963-01-19
704,nm0545298,2018-07-15,2018-07-15,808 points,Fredric March,The Best Years of Our Lives,1897-08-31
705,nm0639563,2018-07-14,2021-04-13,808 points,George O'Brien,Sunrise: A Song of Two Humans,1899-04-19
706,nm0494078,2018-08-01,2018-08-01,799 points,Samuel Le Bihan,Le pacte des loups,1965-11-02
707,nm0753737,2018-08-01,2018-08-01,799 points,Jérémie Renier,In Bruges,1981-01-06
708,nm0006890,2018-07-20,2018-07-20,792 points,Paul Scofield,A Man for All Seasons,1922-01-21
709,nm0915840,2018-07-16,2018-07-16,789 points,Dennis Weaver,McCloud,1924-06-04
710,nm0667282,2020-12-15,2020-12-15,785 points,Gastón Pauls,Nueve reinas,1972-01-17
711,nm0952498,2018-07-20,2018-07-20,760 points,Zbigniew Zamachowski,Trois couleurs: Blanc,1961-07-17
712,nm0301515,2018-07-20,2018-07-20,760 points,Janusz Gajos,Trois couleurs: Blanc,1939-09-23
713,nm0836136,2018-07-20,2018-07-20,760 points,Jerzy Stuhr,Historie milosne,1947-04-18
714,nm0001117,2020-09-30,2020-09-30,738 points,Bruce Davison,The Crucible,1946-06-28
715,nm0911542,2020-09-30,2020-09-30,738 points,Fred Ward,Short Cuts,1942-12-30
716,nm0001606,2020-09-30,2020-09-30,738 points,Chris Penn,Reservoir Dogs,1965-10-10
717,nm0001251,2020-09-30,2020-09-30,738 points,Peter Gallagher,American Beauty,1955-08-19
718,nm0340926,2018-07-16,2018-07-16,732 points,Helmut Griem,Cabaret,1932-04-06
719,nm0734000,2018-08-06,2018-08-06,730 points,Jean Rochefort,L'homme du train,1930-04-29
720,nm2412823,2019-04-04,2019-04-04,729 points,Kim Yoon-seok,Chugyeokja,1968-01-21
721,nm0007042,2018-07-17,2018-07-17,728 points,Herbert Lom,The Pink Panther Strikes Again,1917-09-11
722,nm0252961,2021-05-15,2021-05-15,718 points,Idris Elba,Beasts of No Nation,1972-09-06
723,nm4608165,2018-08-22,2018-08-22,714 points,Antoine Olivier Pilon,Mommy,1997-06-23
724,nm0001831,2021-04-20,2021-04-20,713 points,David Warner,Star Trek VI: The Undiscovered Country,1941-07-29
725,nm0753479,2018-07-15,2018-07-15,711 points,Chishû Ryû,Tôkyô monogatari,1904-05-13
726,nm0001418,2021-04-30,2021-04-30,709 points,David Keith,An Officer and a Gentleman,1954-05-08
727,nm0001283,2021-04-30,2021-04-30,709 points,Louis Gossett Jr.,An Officer and a Gentleman,1936-05-27
728,nm2580347,2018-07-14,2018-07-14,706 points,The Marx Brothers,Duck Soup,
729,nm0001357,2018-07-18,2018-07-18,700 points,Paul Hogan,Crocodile Dundee,1939-10-08
730,nm0147767,2020-11-23,2020-11-23,695 points,Jakob Cedergren,Den skyldige,1973-01-10
731,nm1030819,2018-08-04,2018-08-04,695 points,Hee Jae,Bin-jip,1980-05-25
732,nm0719692,2018-07-15,2018-07-15,683 points,Michael Rennie,The Day the Earth Stood Still,1909-08-25
733,nm3510471,2021-07-12,2021-07-12,682 points,Sam Claflin,The Hunger Games: Catching Fire,1986-06-27
734,nm4207146,2021-04-23,2021-04-23,676 points,Jason Mitchell,Straight Outta Compton,
735,nm3779182,2021-05-24,2021-05-24,658 points,Chino Darín,Muerte en Buenos Aires,1989-01-14
736,nm0349522,2021-05-24,2021-05-24,658 points,Javier Gutiérrez,La isla mínima,1971-01-17
737,nm1486647,2021-05-24,2021-05-24,658 points,Álvaro Morte,La casa de papel,1975-02-23
738,nm0001314,2019-12-18,2019-12-18,646 points,John Hannah,Four Weddings and a Funeral,1962-04-23
739,nm0001487,2019-12-18,2019-12-18,646 points,John Lynch,Black Death,1961-12-26
740,nm0159789,2018-08-08,2018-08-08,645 points,Hayden Christensen,Star Wars: Episode II - Attack of the Clones,1981-04-19
741,nm0714878,2018-07-14,2018-07-14,640 points,Michael Redgrave,The Lady Vanishes,1908-03-20
742,nm0598971,2018-07-15,2018-07-15,639 points,Yves Montand,Jean de Florette,1921-10-13
743,nm0960379,2018-08-04,2018-08-04,635 points,Birol Ünel,Gegen die Wand,1961-08-18
744,nm0000141,2018-07-20,2018-07-20,629 points,David Duchovny,The X Files,1960-08-07
745,nm0431139,2018-07-17,2018-07-17,627 points,Louis Jourdan,Octopussy,1921-06-19
746,nm0703033,2018-07-15,2018-07-15,625 points,Anthony Quayle,Lawrence of Arabia,1913-09-07
747,nm0374949,2018-08-21,2018-08-21,616 points,Johan Heldenbergh,The Broken Circle Breakdown,1967-05-11
748,nm0232196,2018-07-14,2018-07-14,612 points,Robert Donat,The 39 Steps,1905-03-18
749,nm0005148,2021-05-12,2021-05-12,607 points,Delroy Lindo,Get Shorty,1952-11-18
750,nm3718007,2021-05-12,2021-05-12,607 points,Jonathan Majors,Lovecraft Country,1989-09-07
751,nm1569276,2021-05-12,2021-05-12,607 points,Chadwick Boseman,Black Panther,1976-11-29
752,nm0038355,2021-12-06,2021-12-06,607 points,Tadanobu Asano,Mongol,1973-11-27
753,nm0926183,2018-07-15,2018-07-15,603 points,Stuart Whitman,The Comancheros,1928-02-01
754,nm0001958,2018-07-16,2018-07-16,601 points,Dirk Bogarde,The Servant,1921-03-28
755,nm1796057,2021-07-20,2021-07-20,600 points,Max Irons,Condor,1985-10-17
756,nm4453291,2018-08-23,2018-08-23,600 points,Franz Rogowski,Transit,1986-02-02
757,nm0000509,2018-07-14,2018-07-14,598 points,Bela Lugosi,Dracula,1882-10-20
758,nm1270590,2020-12-02,2020-12-02,595 points,Andreas Wilson,Ondskan,1981-03-07
759,nm0526616,2020-12-02,2020-12-02,595 points,Henrik Lundström,Bron/Broen,1983-12-13
760,nm0001252,2018-07-30,2018-07-30,593 points,Vincent Gallo,Buffalo '66,1961-04-11
761,nm0675409,2018-08-18,2018-08-18,590 points,Mikael Persbrandt,Hævnen,1963-09-25
762,nm0001224,2018-07-14,2018-07-14,589 points,Errol Flynn,The Adventures of Robin Hood,1909-06-20
763,nm0001651,2018-07-14,2018-07-14,589 points,Basil Rathbone,The Adventures of Robin Hood,1892-06-13
764,nm0051903,2018-08-24,2018-08-24,589 points,Claes Bang,The Square,1967-04-28
765,nm0453448,2018-08-02,2018-08-02,589 points,Kim Kap-su,"Janghwa, Hongryeon",1957-04-07
766,nm0001128,2018-07-16,2018-07-16,588 points,Alain Delon,Le samouraï,1935-11-08
767,nm0916067,2018-07-14,2018-07-14,584 points,Clifton Webb,Laura,1889-11-19
768,nm0001637,2018-07-14,2018-07-14,584 points,Vincent Price,House on Haunted Hill,1911-05-27
769,nm0253216,2020-10-21,2020-10-21,584 points,Karra Elejalde,Los cronocrímenes,1960-10-10
770,nm0731772,2018-07-16,2018-07-16,581 points,Cliff Robertson,Spider-Man,1923-09-09
771,nm0175916,2019-03-09,2019-03-09,575 points,Paddy Considine,Dead Man's Shoes,1973-09-05
772,nm3140538,2018-08-21,2018-08-21,572 points,Mikkel Boe Følsgaard,En kongelig affære,1984-05-01
773,nm4221607,2018-08-22,2018-08-22,571 points,Dawid Ogrodnik,Cicha noc,1986-06-15
774,nm0205127,2021-04-07,2021-04-07,570 points,Matthew Davis,Legally Blonde,1978-05-08
775,nm0681566,2018-07-16,2018-07-16,564 points,Michel Piccoli,Le mépris,1925-12-27
776,nm1914298,2018-08-21,2018-08-21,563 points,Pål Sverre Hagen,Kon-Tiki,1980-11-06
777,nm0471601,2018-08-21,2018-08-21,563 points,Anders Baasmo Christiansen,Kon-Tiki,1976-01-29
778,nm0617852,2018-08-22,2018-08-22,560 points,Wotan Wilke Möhring,Pandorum,1967-05-23
779,nm0000896,2018-08-06,2018-08-06,554 points,Harry Belafonte,Bobby,1927-03-01
780,nm0508293,2020-12-27,2020-12-27,546 points,Thierry Lhermitte,Le dîner de cons,1952-11-24
781,nm0898317,2020-12-27,2020-12-27,546 points,Jacques Villeret,Le dîner de cons,1951-02-06
782,nm0277424,2018-07-16,2018-07-16,544 points,Jon Finch,Frenzy,1942-03-02
783,nm0856050,2021-02-07,2021-02-07,538 points,Nigel Terry,Excalibur,1945-08-15
784,nm2092835,2021-09-03,2021-09-03,536 points,Tom Payne,Prodigal Son,1982-12-21
785,nm0553648,2021-09-03,2021-09-03,536 points,Olivier Martinez,Unfaithful,1966-01-12
786,nm0800638,2018-08-24,2018-08-24,533 points,Peter Simonischek,Toni Erdmann,1946-08-06
787,nm1292111,2020-02-09,2020-02-09,527 points,Asier Etxeandia,Dolor y gloria,1975-06-27
788,nm1741002,2021-05-01,2021-05-01,522 points,Matt Smith,Doctor Who,1982-10-28
789,nm0350324,2018-07-15,2018-07-15,515 points,Edmund Gwenn,Miracle on 34th Street,1877-09-26
790,nm0668361,2018-07-15,2018-07-15,515 points,John Payne,Miracle on 34th Street,1912-05-28
791,nm0557908,2019-08-01,2019-08-01,507 points,Oliver Masucci,Dark,1968-12-06
792,nm0378698,2019-08-01,2019-08-01,507 points,Christoph Maria Herbst,Stromberg,1966-02-09
793,nm0885203,2018-07-16,2018-07-16,504 points,Raf Vallone,The Italian Job,1916-02-17
794,nm0509583,2018-08-10,2018-08-10,502 points,Jan Josef Liefers,Tatort,1964-08-08
