Position,Const,Created,Modified,Description,Name,Known For,Birth Date
545,nm0452288,2018-07-17,2018-07-17,1171 points,Margot Kidder,Superman,1948-10-17
546,nm0107281,2020-12-30,2020-12-30,1171 points,Eileen Brennan,Clue,1932-09-03
547,nm0000690,2020-12-30,2020-12-30,1171 points,Lesley Ann Warren,Victor Victoria,1946-08-16
548,nm0001156,2018-07-18,2018-07-18,1169 points,Olympia Dukakis,Moonstruck,1931-06-20
549,nm0856500,2018-08-07,2018-08-07,1160 points,Sylvie Testud,La Môme,1971-01-17
550,nm6073955,2020-03-09,2020-03-09,1123 points,Florence Pugh,Midsommar,1996-01-03
551,nm0000256,2018-07-17,2018-07-17,1121 points,Jenny Agutter,Logan's Run,1952-12-20
552,nm0001560,2018-08-20,2018-08-20,1098 points,Ornella Muti,Flash Gordon,1955-03-09
553,nm0895759,2020-10-14,2020-10-14,1081 points,Karin Viard,Polisse,1966-01-24
554,nm0235342,2020-10-14,2020-10-14,1081 points,Marie-Laure Dougnac,Delicatessen,
555,nm0889522,2021-10-10,2021-10-10,1075 points,Nia Vardalos,My Big Fat Greek Wedding,1962-09-24
556,nm0478165,2018-08-16,2018-08-16,1071 points,Steffi Kühnert,Halt auf freier Strecke,1963-02-19
557,nm4141252,2020-02-09,2020-02-09,1070 points,Lily James,Cinderella,1989-04-05
558,nm2178959,2018-08-16,2018-08-16,1053 points,Lily Cole,Snow White and the Huntsman,1987-12-27
559,nm0002062,2021-01-18,2021-01-18,1053 points,Kathryn Erbe,Law & Order: Criminal Intent,1965-07-05
560,nm0001152,2021-01-18,2021-01-18,1053 points,Illeana Douglas,To Die For,1961-07-25
561,nm0320760,2018-08-04,2018-08-04,1030 points,Annie Girardot,La pianiste,1931-10-25
562,nm0000819,2018-07-16,2018-07-16,1029 points,Barbara Bach,The Spy Who Loved Me,1946-08-28
563,nm0001040,2018-07-18,2018-07-18,1027 points,Joan Chen,The Last Emperor,1961-04-26
564,nm0001851,2018-07-17,2018-07-17,1019 points,JoBeth Williams,Poltergeist,1948-12-06
565,nm0603446,2018-08-06,2018-08-06,1018 points,Yolande Moreau,Quand la mer monte...,1953-02-27
566,nm0815370,2019-04-28,2019-04-28,2492 points,Shannyn Sossamon,Wristcutters: A Love Story,1978-10-03
567,nm0516800,2018-07-16,2018-07-16,1016 points,Sondra Locke,Bronco Billy,1944-05-28
568,nm0000176,2018-07-17,2019-01-27,1014 points,Nastassja Kinski,Tess,1961-01-24
569,nm0591877,2018-08-06,2018-08-06,990 points,Miou-Miou,La science des rêves,1950-02-22
570,nm0001450,2018-07-15,2018-07-15,984 points,Angela Lansbury,The Manchurian Candidate,1925-10-16
571,nm1411125,2021-06-15,2021-06-15,979 points,Selena Gomez,Monte Carlo,1992-07-22
572,nm2303079,2021-06-15,2021-06-15,979 points,Megan Ferguson,Soundtrack,
573,nm0396924,2018-08-06,2018-08-06,977 points,Carice van Houten,Game of Thrones,1976-09-05
574,nm0781029,2018-07-15,2019-08-26,975 points,Jean Seberg,À bout de souffle,1938-11-13
575,nm0000922,2018-07-17,2018-07-17,974 points,Sandahl Bergman,Conan the Barbarian,1951-11-14
576,nm0335519,2018-07-16,2018-07-16,965 points,Lee Grant,In the Heat of the Night,1925-10-31
577,nm0001670,2018-07-29,2018-07-29,961 points,Natasha Richardson,The Parent Trap,1963-05-11
578,nm0797531,2018-07-15,2018-07-15,955 points,Simone Signoret,Les diaboliques,1921-03-25
579,nm0636942,2018-08-18,2018-08-18,953 points,Bojana Novakovic,Devil,1981-11-17
580,nm0001179,2018-07-15,2018-07-15,951 points,Anita Ekberg,La dolce vita,1931-09-29
581,nm2747232,2020-05-23,2020-05-23,945 points,Sakura Andô,Manbiki kazoku,1986-02-18
582,nm0452817,2020-05-23,2020-05-23,945 points,Kirin Kiki,Manbiki kazoku,1943-01-15
583,nm0000271,2018-07-18,2018-07-18,942 points,Anne Archer,Fatal Attraction,1947-08-24
584,nm3467663,2021-05-26,2021-05-26,933 points,Aura Garrido,El ministerio del tiempo,1989-05-29
585,nm0396125,2018-08-22,2018-08-22,900 points,Nina Hoss,Phoenix,1975-07-07
586,nm0427066,2018-07-21,2018-07-21,889 points,Mirjana Jokovic,Maid in Manhattan,1967-11-24
587,nm0438905,2018-07-21,2018-07-21,889 points,Mirjana Karanovic,Dobra zena,1957-01-28
588,nm0001419,2018-07-16,2018-07-16,888 points,Sally Kellerman,M*A*S*H,1937-06-02
589,nm2130040,2020-12-08,2020-12-08,884 points,Alba Rohrwacher,Hungry Hearts,1979-02-27
590,nm0810738,2020-12-08,2020-12-08,884 points,Kasia Smutniak,Perfetti sconosciuti,1979-08-13
591,nm0266029,2021-04-12,2021-04-12,881 points,Maria Falconetti,La passion de Jeanne d'Arc,1892-07-21
592,nm0510857,2018-07-20,2018-07-20,877 points,Brigitte Lin,Ging chaat goo si,1954-11-03
593,nm0164883,2018-07-14,2018-07-14,875 points,Mae Clarke,Frankenstein,1910-08-16
594,nm0231652,2018-07-18,2018-07-18,869 points,Solveig Dommartin,Der Himmel über Berlin,1961-05-16
595,nm0000962,2018-07-17,2018-07-17,862 points,Carole Bouquet,For Your Eyes Only,1957-08-18
596,nm0878240,2018-07-15,2018-07-15,860 points,Rita Tushingham,The Knack ...and How to Get It,1942-03-14
597,nm0000224,2018-08-24,2018-08-24,858 points,Alicia Silverstone,Clueless,1976-10-04
598,nm0000443,2018-07-19,2018-07-19,850 points,Goldie Hawn,Overboard,1945-11-21
599,nm0942039,2018-07-14,2018-07-14,841 points,Fay Wray,King Kong,1907-09-15
600,nm0461498,2018-08-06,2018-08-06,840 points,Beyoncé,Dreamgirls,1981-09-04
601,nm1617685,2018-08-06,2018-08-06,840 points,Jennifer Hudson,Dreamgirls,1981-09-12
602,nm0001095,2018-07-19,2018-07-19,838 points,Béatrice Dalle,À l'intérieur,1964-12-19
603,nm0196820,2018-07-14,2018-07-14,837 points,Lil Dagover,Das Cabinet des Dr. Caligari,1887-09-30
604,nm0000117,2018-07-29,2018-07-29,832 points,Neve Campbell,Scream,1973-10-03
605,nm0485509,2018-07-14,2018-07-14,828 points,Priscilla Lane,Arsenic and Old Lace,1915-06-12
606,nm0001141,2018-07-15,2018-07-15,818 points,Angie Dickinson,Rio Bravo,1931-09-30
607,nm0559652,2020-06-25,2020-06-25,814 points,Nanako Matsushima,Ringu,1973-10-13
608,nm0620397,2020-06-25,2020-06-25,814 points,Miki Nakatani,Kiraware Matsuko no isshô,1976-01-12
609,nm0847624,2020-06-25,2020-06-25,814 points,Yûko Takeuchi,Saido kâ ni inu,1980-04-01
610,nm0001485,2018-07-15,2018-07-15,808 points,Myrna Loy,The Thin Man,1905-08-02
611,nm0310980,2018-07-14,2021-04-13,808 points,Janet Gaynor,A Star Is Born,1906-10-06
612,nm0000097,2018-08-02,2018-08-02,799 points,Pamela Anderson,Barb Wire,1967-07-01
613,nm0000227,2018-07-20,2018-07-20,792 points,Mira Sorvino,Mighty Aphrodite,1967-09-28
614,nm0117580,2020-12-15,2020-12-15,785 points,Leticia Brédice,Nueve reinas,1972-08-26
615,nm0289098,2018-07-20,2018-07-20,776 points,Kerry Fox,Shallow Grave,1966-07-30
616,nm0001265,2018-07-16,2018-07-16,774 points,Susan George,Straw Dogs,1950-07-26
617,nm2934314,2021-04-08,2021-04-08,760 points,Lily Collins,The Mortal Instruments: City of Bones,1989-03-18
618,nm0000013,2018-07-15,2018-07-15,753 points,Doris Day,Love Me or Leave Me,1922-04-03
619,nm0910947,2018-08-04,2018-08-04,748 points,Faye Wong,Chung Hing sam lam,1969-08-08
620,nm0822535,2018-07-17,2018-07-17,743 points,Kim Stanley,Seance on a Wet Afternoon,1925-02-11
621,nm1813221,2021-09-11,2021-09-11,739 points,Gugu Mbatha-Raw,Belle,1983-04-21
622,nm0005499,2020-09-30,2020-09-30,738 points,Lily Tomlin,Nashville,1939-09-01
623,nm0517506,2020-09-30,2020-09-30,738 points,Annie Ross,Short Cuts,1930-07-25
624,nm0001742,2020-09-30,2020-09-30,738 points,Lori Singer,Footloose,1957-11-06
625,nm0591485,2018-07-16,2018-07-16,732 points,Liza Minnelli,Cabaret,1946-03-12
626,nm1320089,2019-04-04,2019-04-04,729 points,Yeong-hie Seo,Chugyeokja,1980-06-13
627,nm0001076,2018-07-15,2018-07-15,721 points,Joan Crawford,What Ever Happened to Baby Jane?,1906-03-23
628,nm0001954,2018-07-18,2018-07-18,721 points,Claire Bloom,Clash of the Titans,1931-02-15
629,nm0234237,2018-08-22,2018-08-22,714 points,Anne Dorval,Mommy,1960-11-08
630,nm0167501,2018-08-22,2018-08-22,714 points,Suzanne Clément,Mommy,1969-05-12
631,nm0089408,2021-04-30,2021-04-30,709 points,Lisa Blount,An Officer and a Gentleman,1957-07-01
632,nm0002060,2021-04-30,2021-04-30,709 points,Lisa Eilbacher,Beverly Hills Cop,1956-05-05
633,nm1289528,2018-08-07,2018-08-07,705 points,Norah Jones,Ted,1979-03-30
634,nm2295540,2021-05-15,2021-05-15,702 points,Natalie Morales,Parks and Recreation,1985-02-15
635,nm0468957,2018-07-18,2018-07-18,700 points,Linda Kozlowski,Crocodile Dundee,1958-01-07
636,nm1165901,2018-08-04,2018-08-04,695 points,Seung-Yun Lee,Bin-jip,1968-08-18
637,nm0751426,2018-07-14,2018-07-14,688 points,Rosalind Russell,Auntie Mame,1907-06-04
638,nm1377449,2018-08-23,2018-08-23,685 points,Agnieszka Grochowska,Obce niebo,1979-12-31
639,nm0268626,2018-08-01,2018-08-01,680 points,Nadia Farès,Les rivières pourpres,1968-12-20
640,nm0761212,2018-08-01,2018-08-01,680 points,Dominique Sanda,Il conformista,1951-03-11
641,nm0004763,2021-04-24,2021-04-24,676 points,Mary J. Blige,Mudbound,1971-01-11
642,nm1087430,2018-08-21,2018-08-21,671 points,Julia Dietze,Iron Sky,1981-01-09
643,nm0001546,2018-07-17,2018-07-17,668 points,Mary Tyler Moore,Ordinary People,1936-12-29
644,nm0144377,2018-08-21,2018-08-21,665 points,Laetitia Casta,Arbitrage,1978-05-11
645,nm1246047,2021-05-24,2021-05-24,658 points,Adriana Ugarte,Julieta,1985-01-17
646,nm2017943,2018-08-08,2018-08-08,645 points,Hayley Atwell,Captain America: The First Avenger,1982-04-05
647,nm0516994,2018-07-14,2018-07-14,640 points,Margaret Lockwood,The Lady Vanishes,1916-09-15
648,nm1402546,2018-08-04,2018-08-04,635 points,Sibel Kekilli,Gegen die Wand,1980-06-16
649,nm0001594,2018-07-18,2018-07-18,629 points,Anne Parillaud,Nikita,1960-05-06
650,nm0000039,2018-07-15,2018-07-15,628 points,Deborah Kerr,From Here to Eternity,1921-09-30
651,nm0000429,2020-01-24,2020-01-24,628 points,Melanie Griffith,Working Girl,1957-08-09
652,nm0000726,2018-07-17,2018-07-17,627 points,Maud Adams,Octopussy,1945-02-12
653,nm0387753,2018-07-14,2018-07-14,621 points,Valerie Hobson,Bride of Frankenstein,1917-04-14
654,nm0046424,2018-08-21,2018-08-21,616 points,Veerle Baetens,The Broken Circle Breakdown,1978-01-24
655,nm0968541,2018-08-02,2018-08-02,613 points,Oksana Akinshina,Lilja 4-ever,1987-04-19
656,nm0140914,2018-07-14,2018-07-14,612 points,Madeleine Carroll,The 39 Steps,1906-02-26
657,nm2665105,2021-05-16,2021-05-16,612 points,Grace Van Patten,The Meyerowitz Stories (New and Selected),1996-11-21
658,nm0555500,2021-05-16,2021-05-16,612 points,Elizabeth Marvel,True Grit,1969-11-27
659,nm0858048,2021-05-12,2021-05-12,607 points,Mélanie Thierry,The Zero Theorem,1981-07-17
660,nm0001689,2018-07-19,2018-07-19,604 points,Mercedes Ruehl,The Fisher King,1948-02-28
661,nm0001010,2018-07-15,2018-07-15,603 points,Capucine,The Pink Panther,1928-01-06
662,nm0587234,2018-07-16,2018-07-16,601 points,Sarah Miles,Ryan's Daughter,1941-12-31
663,nm4663937,2018-08-23,2018-08-23,600 points,Laia Costa,Victoria,1985-02-18
664,nm0350451,2020-12-02,2020-12-02,595 points,Linda Zilliacus,Ondskan,1977-04-25
665,nm0947514,2018-08-02,2018-08-02,589 points,Jung-ah Yum,"Janghwa, Hongryeon",1972-07-28
666,nm1909661,2018-08-22,2018-08-22,588 points,Nimrat Kaur,The Lunchbox,1982-03-13
667,nm0002148,2018-07-20,2018-07-20,587 points,Mary Beth Hurt,Lady in the Water,1946-09-26
668,nm0364915,2018-07-15,2018-07-15,585 points,Julie Harris,The Haunting,1925-12-02
669,nm0886888,2018-07-15,2018-07-15,585 points,Jo Van Fleet,East of Eden,1915-12-29
670,nm0000074,2018-07-14,2018-07-14,584 points,Gene Tierney,Laura,1920-11-19
671,nm0324409,2020-10-21,2020-10-21,584 points,Bárbara Goenaga,Los cronocrímenes,1983-07-20
672,nm0474492,2018-08-22,2018-08-22,571 points,Agata Kulesza,Ida,1971-09-27
673,nm2251846,2018-08-22,2018-08-22,571 points,Joanna Kulig,Zimna wojna,1982-06-24
674,nm1095720,2018-08-02,2018-08-02,571 points,Keisha Castle-Hughes,Whale Rider,1990-03-24
675,nm0872456,2019-06-06,2019-06-06,568 points,Claire Trevor,Key Largo,1910-03-08
676,nm0656180,2018-07-16,2018-07-16,564 points,Geneviève Page,Belle de jour,1927-12-13
677,nm1748545,2018-08-21,2018-08-21,563 points,Agnes Kittelsen,Max Manus,1980-05-20
678,nm0448224,2021-04-12,2021-04-12,556 points,Merna Kennedy,The Circus,1908-09-07
679,nm0000047,2018-08-17,2018-08-17,552 points,Sophia Loren,La ciociara,1934-09-20
680,nm0773932,2018-07-16,2018-07-16,552 points,Maria Schneider,Ultimo tango a Parigi,1952-03-27
681,nm0888824,2020-12-27,2020-12-27,546 points,Alexandra Vandernoot,Highlander,1965-09-19
682,nm0296594,2020-12-27,2020-12-27,546 points,Catherine Frot,Marguerite,1956-05-01
683,nm0001575,2018-07-16,2018-07-16,544 points,Tatum O'Neal,Paper Moon,1963-11-05
684,nm3948952,2021-04-11,2021-04-11,543 points,Vanessa Kirby,The Crown,1988-04-18
685,nm0526724,2021-02-07,2021-02-07,538 points,Cherie Lunghi,Excalibur,1952-04-04
686,nm2050746,2021-09-03,2021-09-03,536 points,Emma Catherine Rigby,Prisoners Wives,1989-09-26
687,nm1197689,2018-08-24,2018-08-24,533 points,Sandra Hüller,Toni Erdmann,1978-04-30
688,nm0603402,2018-07-15,2018-07-15,532 points,Jeanne Moreau,Jules et Jim,1928-01-23
689,nm0944073,2018-07-15,2018-07-15,532 points,Dana Wynter,Invasion of the Body Snatchers,1931-06-08
690,nm0879947,2020-08-11,2020-08-11,532 points,Misa Uehara,Kakushi-toride no san-akunin,1937-03-26
691,nm0731499,2018-07-16,2018-07-16,523 points,Rachel Roberts,Murder on the Orient Express,1927-09-20
692,nm8023748,2021-02-21,2021-02-21,518 points,Helena Zengel,News of the World,2008-06-10
693,nm0943837,2018-07-15,2018-07-15,517 points,Jane Wyman,The Blue Veil,1917-01-05
694,nm0000058,2018-07-15,2018-07-15,515 points,Maureen O'Hara,The Quiet Man,1920-08-17
695,nm0000214,2021-02-27,2021-02-27,512 points,Mia Sara,Timecop,1967-06-19
696,nm0424743,2018-07-15,2018-07-15,510 points,Celia Johnson,Brief Encounter,1908-12-18
697,nm0002105,2020-03-12,2020-03-12,510 points,Judith Godrèche,The Overnight,1972-03-23
698,nm0726257,2019-08-01,2019-08-01,507 points,Katja Riemann,Fack ju Göhte,1963-11-01
699,nm0461746,2018-08-06,2018-08-06,507 points,Sidse Babett Knudsen,Borgen,1968-11-22
700,nm0937557,2018-08-10,2018-08-10,502 points,Johanna Wokalek,Der Baader Meinhof Komplex,1975-03-03
701,nm0880167,2018-08-10,2018-08-10,502 points,Nadja Uhl,Der Baader Meinhof Komplex,1972-05-23
702,nm0637649,2018-07-16,2018-07-16,501 points,Magali Noël,Amarcord,1932-06-27
